id,segment_key,segment_type,user_key,question_key,value
304224,2018_be_municipal_be_9120,candidate,be_politician_11402,question_120,disagree
304223,2018_be_municipal_be_9120,candidate,be_politician_11402,question_118,no_opinion
304222,2018_be_municipal_be_9120,candidate,be_politician_11402,question_117,no_opinion
304221,2018_be_municipal_be_9120,candidate,be_politician_11402,question_114,fully_agree
304220,2018_be_municipal_be_9120,candidate,be_politician_11402,question_113,agree
304219,2018_be_municipal_be_9120,candidate,be_politician_11402,question_111,disagree
304218,2018_be_municipal_be_9120,candidate,be_politician_11402,question_110,disagree
304216,2018_be_municipal_be_9120,candidate,be_politician_11402,question_108,disagree
304215,2018_be_municipal_be_9120,candidate,be_politician_11402,question_107,no_opinion
304214,2018_be_municipal_be_9120,candidate,be_politician_11402,question_106,fully_agree
304213,2018_be_municipal_be_9120,candidate,be_politician_11402,question_105,disagree
304212,2018_be_municipal_be_9120,candidate,be_politician_11402,question_102,fully_agree
304211,2018_be_municipal_be_9120,candidate,be_politician_11402,question_100,no_opinion
304209,2018_be_municipal_be_9120,candidate,be_politician_11402,question_95,no_opinion
304208,2018_be_municipal_be_9120,candidate,be_politician_11402,question_93,no_opinion
304207,2018_be_municipal_be_9120,candidate,be_politician_11402,question_89,no_opinion
304206,2018_be_municipal_be_9120,candidate,be_politician_11402,question_88,disagree
304205,2018_be_municipal_be_9120,candidate,be_politician_11402,question_84,disagree
304204,2018_be_municipal_be_9120,candidate,be_politician_11402,question_58,no_opinion
304203,2018_be_municipal_be_9120,candidate,be_politician_11402,question_49,disagree
304202,2018_be_municipal_be_9120,candidate,be_politician_11402,question_46,agree
304201,2018_be_municipal_be_9120,candidate,be_politician_11402,question_38,no_opinion
304200,2018_be_municipal_be_9120,candidate,be_politician_11402,question_31,disagree
304199,2018_be_municipal_be_9120,candidate,be_politician_11402,question_23,no_opinion
304198,2018_be_municipal_be_9120,candidate,be_politician_11402,question_22,disagree
304197,2018_be_municipal_be_9120,candidate,be_politician_11402,question_21,fully_agree
304196,2018_be_municipal_be_9120,candidate,be_politician_11402,question_20,no_opinion
304195,2018_be_municipal_be_9120,candidate,be_politician_11402,question_14,agree
304194,2018_be_municipal_be_,candidate,be_politician_5521,question_127,disagree
304193,2018_be_municipal_be_,candidate,be_politician_5521,question_124,no_opinion
304192,2018_be_municipal_be_9120,candidate,be_politician_11402,question_4,no_opinion
304191,2018_be_municipal_be_,candidate,be_politician_5521,question_123,no_opinion
304190,2018_be_municipal_be_,candidate,be_politician_5521,question_121,agree
304189,2018_be_municipal_be_,candidate,be_politician_5521,question_120,fully_agree
304188,2018_be_municipal_be_,candidate,be_politician_5521,question_119,fully_agree
304187,2018_be_municipal_be_,candidate,be_politician_5521,question_118,agree
304186,2018_be_municipal_be_,candidate,be_politician_5521,question_114,fully_agree
304185,2018_be_municipal_be_,candidate,be_politician_5521,question_113,disagree
304184,2018_be_municipal_be_,candidate,be_politician_5521,question_111,fully_agree
304183,2018_be_municipal_be_8840,candidate,be_politician_8702,question_49,disagree
304183,2018_be_municipal_be_8840,candidate,be_politician_8702,question_49,disagree
304183,2018_be_municipal_be_8840,candidate,be_politician_8702,question_49,disagree
304182,2018_be_municipal_be_8840,candidate,be_politician_8702,question_46,disagree
304182,2018_be_municipal_be_8840,candidate,be_politician_8702,question_46,disagree
304182,2018_be_municipal_be_8840,candidate,be_politician_8702,question_46,disagree
304181,2018_be_municipal_be_,candidate,be_politician_5521,question_110,no_opinion
304180,2018_be_municipal_be_8840,candidate,be_politician_8702,question_38,agree
304180,2018_be_municipal_be_8840,candidate,be_politician_8702,question_38,agree
304180,2018_be_municipal_be_8840,candidate,be_politician_8702,question_38,agree
304179,2018_be_municipal_be_,candidate,be_politician_5521,question_109,disagree
304178,2018_be_municipal_be_,candidate,be_politician_5521,question_108,disagree
304177,2018_be_municipal_be_,candidate,be_politician_5521,question_107,fully_agree
304176,2018_be_municipal_be_,candidate,be_politician_5521,question_105,disagree
304175,2018_be_municipal_be_,candidate,be_politician_5521,question_104,disagree
304174,2018_be_municipal_be_,candidate,be_politician_5521,question_103,disagree
304173,2018_be_municipal_be_,candidate,be_politician_5521,question_102,no_opinion
304172,2018_be_municipal_be_8840,candidate,be_politician_8702,question_22,disagree
304172,2018_be_municipal_be_8840,candidate,be_politician_8702,question_22,disagree
304172,2018_be_municipal_be_8840,candidate,be_politician_8702,question_22,disagree
304171,2018_be_municipal_be_,candidate,be_politician_5521,question_101,agree
304170,2018_be_municipal_be_,candidate,be_politician_5521,question_100,agree
304169,2018_be_municipal_be_,candidate,be_politician_5521,question_98,no_opinion
304168,2018_be_municipal_be_8840,candidate,be_politician_8702,question_23,agree
304168,2018_be_municipal_be_8840,candidate,be_politician_8702,question_23,agree
304168,2018_be_municipal_be_8840,candidate,be_politician_8702,question_23,agree
304167,2018_be_municipal_be_,candidate,be_politician_5521,question_49,no_opinion
225134,2018_be_municipal_be_9190,candidate,be_politician_8711,question_4,fully_disagree
225135,2018_be_municipal_be_9190,candidate,be_politician_8711,question_20,fully_disagree
225136,2018_be_municipal_be_9190,candidate,be_politician_8711,question_21,fully_disagree
225137,2018_be_municipal_be_9190,candidate,be_politician_8711,question_31,fully_disagree
225138,2018_be_municipal_be_9190,candidate,be_politician_8711,question_48,fully_disagree
225139,2018_be_municipal_be_9190,candidate,be_politician_8711,question_84,fully_disagree
246189,2018_be_municipal_be_9190,candidate,be_politician_8711,question_58,fully_disagree
246190,2018_be_municipal_be_9190,candidate,be_politician_8711,question_85,fully_disagree
246191,2018_be_municipal_be_9190,candidate,be_politician_8711,question_86,fully_disagree
246192,2018_be_municipal_be_9190,candidate,be_politician_8711,question_87,fully_disagree
246193,2018_be_municipal_be_9190,candidate,be_politician_8711,question_88,fully_disagree
246194,2018_be_municipal_be_9190,candidate,be_politician_8711,question_89,fully_disagree
246195,2018_be_municipal_be_9190,candidate,be_politician_8711,question_90,fully_disagree
246196,2018_be_municipal_be_9190,candidate,be_politician_8711,question_91,fully_disagree
285096,2018_be_municipal_be_9190,candidate,be_politician_8711,question_71,fully_disagree
285097,2018_be_municipal_be_9190,candidate,be_politician_8711,question_93,fully_disagree
285098,2018_be_municipal_be_9190,candidate,be_politician_8711,question_94,fully_disagree
285099,2018_be_municipal_be_9190,candidate,be_politician_8711,question_95,fully_disagree
285100,2018_be_municipal_be_9190,candidate,be_politician_8711,question_96,fully_disagree
285101,2018_be_municipal_be_9190,candidate,be_politician_8711,question_97,fully_disagree
225134,2018_be_municipal_be_9190,candidate,be_politician_8711,question_4,fully_disagree
225135,2018_be_municipal_be_9190,candidate,be_politician_8711,question_20,fully_disagree
225136,2018_be_municipal_be_9190,candidate,be_politician_8711,question_21,fully_disagree
225137,2018_be_municipal_be_9190,candidate,be_politician_8711,question_31,fully_disagree
225138,2018_be_municipal_be_9190,candidate,be_politician_8711,question_48,fully_disagree
225139,2018_be_municipal_be_9190,candidate,be_politician_8711,question_84,fully_disagree
246189,2018_be_municipal_be_9190,candidate,be_politician_8711,question_58,fully_disagree
246190,2018_be_municipal_be_9190,candidate,be_politician_8711,question_85,fully_disagree
246191,2018_be_municipal_be_9190,candidate,be_politician_8711,question_86,fully_disagree
246192,2018_be_municipal_be_9190,candidate,be_politician_8711,question_87,fully_disagree
246193,2018_be_municipal_be_9190,candidate,be_politician_8711,question_88,fully_disagree
246194,2018_be_municipal_be_9190,candidate,be_politician_8711,question_89,fully_disagree
246195,2018_be_municipal_be_9190,candidate,be_politician_8711,question_90,fully_disagree
246196,2018_be_municipal_be_9190,candidate,be_politician_8711,question_91,fully_disagree
285096,2018_be_municipal_be_9190,candidate,be_politician_8711,question_71,fully_disagree
285097,2018_be_municipal_be_9190,candidate,be_politician_8711,question_93,fully_disagree
285098,2018_be_municipal_be_9190,candidate,be_politician_8711,question_94,fully_disagree
285099,2018_be_municipal_be_9190,candidate,be_politician_8711,question_95,fully_disagree
285100,2018_be_municipal_be_9190,candidate,be_politician_8711,question_96,fully_disagree
285101,2018_be_municipal_be_9190,candidate,be_politician_8711,question_97,fully_disagree
225134,2018_be_municipal_be_9190,candidate,be_politician_8711,question_4,fully_disagree
225135,2018_be_municipal_be_9190,candidate,be_politician_8711,question_20,fully_disagree
225136,2018_be_municipal_be_9190,candidate,be_politician_8711,question_21,fully_disagree
225137,2018_be_municipal_be_9190,candidate,be_politician_8711,question_31,fully_disagree
225138,2018_be_municipal_be_9190,candidate,be_politician_8711,question_48,fully_disagree
225139,2018_be_municipal_be_9190,candidate,be_politician_8711,question_84,fully_disagree
246189,2018_be_municipal_be_9190,candidate,be_politician_8711,question_58,fully_disagree
246190,2018_be_municipal_be_9190,candidate,be_politician_8711,question_85,fully_disagree
246191,2018_be_municipal_be_9190,candidate,be_politician_8711,question_86,fully_disagree
246192,2018_be_municipal_be_9190,candidate,be_politician_8711,question_87,fully_disagree
246193,2018_be_municipal_be_9190,candidate,be_politician_8711,question_88,fully_disagree
246194,2018_be_municipal_be_9190,candidate,be_politician_8711,question_89,fully_disagree
246195,2018_be_municipal_be_9190,candidate,be_politician_8711,question_90,fully_disagree
246196,2018_be_municipal_be_9190,candidate,be_politician_8711,question_91,fully_disagree
285096,2018_be_municipal_be_9190,candidate,be_politician_8711,question_71,fully_disagree
285097,2018_be_municipal_be_9190,candidate,be_politician_8711,question_93,fully_disagree
285098,2018_be_municipal_be_9190,candidate,be_politician_8711,question_94,fully_disagree
285099,2018_be_municipal_be_9190,candidate,be_politician_8711,question_95,fully_disagree
285100,2018_be_municipal_be_9190,candidate,be_politician_8711,question_96,fully_disagree
285101,2018_be_municipal_be_9190,candidate,be_politician_8711,question_97,fully_disagree
225134,2018_be_municipal_be_9190,candidate,be_politician_8711,question_4,fully_disagree
225135,2018_be_municipal_be_9190,candidate,be_politician_8711,question_20,fully_disagree
225136,2018_be_municipal_be_9190,candidate,be_politician_8711,question_21,fully_disagree
225137,2018_be_municipal_be_9190,candidate,be_politician_8711,question_31,fully_disagree
225138,2018_be_municipal_be_9190,candidate,be_politician_8711,question_48,fully_disagree
225139,2018_be_municipal_be_9190,candidate,be_politician_8711,question_84,fully_disagree
246189,2018_be_municipal_be_9190,candidate,be_politician_8711,question_58,fully_disagree
246190,2018_be_municipal_be_9190,candidate,be_politician_8711,question_85,fully_disagree
246191,2018_be_municipal_be_9190,candidate,be_politician_8711,question_86,fully_disagree
246192,2018_be_municipal_be_9190,candidate,be_politician_8711,question_87,fully_disagree
246193,2018_be_municipal_be_9190,candidate,be_politician_8711,question_88,fully_disagree
246194,2018_be_municipal_be_9190,candidate,be_politician_8711,question_89,fully_disagree
246195,2018_be_municipal_be_9190,candidate,be_politician_8711,question_90,fully_disagree
246196,2018_be_municipal_be_9190,candidate,be_politician_8711,question_91,fully_disagree
285096,2018_be_municipal_be_9190,candidate,be_politician_8711,question_71,fully_disagree
285097,2018_be_municipal_be_9190,candidate,be_politician_8711,question_93,fully_disagree
285098,2018_be_municipal_be_9190,candidate,be_politician_8711,question_94,fully_disagree
285099,2018_be_municipal_be_9190,candidate,be_politician_8711,question_95,fully_disagree
285100,2018_be_municipal_be_9190,candidate,be_politician_8711,question_96,fully_disagree
285101,2018_be_municipal_be_9190,candidate,be_politician_8711,question_97,fully_disagree
304166,2018_be_municipal_be_,candidate,be_politician_5521,question_46,no_opinion
304165,2018_be_municipal_be_,candidate,be_politician_5521,question_38,fully_agree
304164,2018_be_municipal_be_,candidate,be_politician_5521,question_31,disagree
304163,2018_be_municipal_be_,candidate,be_politician_5521,question_23,no_opinion
304162,2018_be_municipal_be_,candidate,be_politician_5521,question_20,agree
304161,2018_be_municipal_be_,candidate,be_politician_5521,question_21,no_opinion
304160,2018_be_municipal_be_,candidate,be_politician_5521,question_22,disagree
304159,2018_be_municipal_be_2000,candidate,be_politician_1243,question_22,fully_agree
304158,NULL,candidate,be_politician_10301,question_127,disagree
304157,NULL,candidate,be_politician_10301,question_125,disagree
304156,NULL,candidate,be_politician_10301,question_123,agree
304155,NULL,candidate,be_politician_10301,question_121,agree
304154,NULL,candidate,be_politician_10301,question_120,no_opinion
304153,NULL,candidate,be_politician_10301,question_119,disagree
304152,NULL,candidate,be_politician_10301,question_118,disagree
304151,NULL,candidate,be_politician_10301,question_114,no_opinion
304150,NULL,candidate,be_politician_10301,question_113,disagree
304149,NULL,candidate,be_politician_10301,question_112,no_opinion
304148,NULL,candidate,be_politician_10301,question_111,no_opinion
304147,NULL,candidate,be_politician_10301,question_110,disagree
304146,NULL,candidate,be_politician_10301,question_109,no_opinion
304145,NULL,candidate,be_politician_10301,question_108,disagree
304144,NULL,candidate,be_politician_10301,question_107,no_opinion
304143,NULL,candidate,be_politician_10301,question_105,disagree
304142,NULL,candidate,be_politician_10301,question_102,no_opinion
304141,NULL,candidate,be_politician_10301,question_100,disagree
304140,NULL,candidate,be_politician_10301,question_99,disagree
76315,2018_be_municipal_be_,candidate,be_politician_1297,question_56,no_opinion
76307,2018_be_municipal_be_,candidate,be_politician_1297,question_43,disagree
76297,2018_be_municipal_be_,candidate,be_politician_1297,question_22,disagree
76295,2018_be_municipal_be_,candidate,be_politician_1297,question_15,no_opinion
76294,2018_be_municipal_be_,candidate,be_politician_1297,question_12,disagree
76292,2018_be_municipal_be_,candidate,be_politician_1297,question_9,no_opinion
76291,2018_be_municipal_be_,candidate,be_politician_1297,question_7,fully_agree
76289,2018_be_municipal_be_,candidate,be_politician_1297,question_5,disagree
304139,NULL,candidate,be_politician_10301,question_98,no_opinion
304138,NULL,candidate,be_politician_10301,question_93,no_opinion
304137,NULL,candidate,be_politician_10301,question_90,no_opinion
304136,2018_be_municipal_be_,candidate,be_politician_2920,question_20,agree
304135,NULL,candidate,be_politician_10301,question_89,agree
304134,NULL,candidate,be_politician_10301,question_88,no_opinion
304133,NULL,candidate,be_politician_10301,question_58,disagree
304132,2018_be_municipal_be_,candidate,be_politician_2920,question_22,disagree
304131,2018_be_municipal_be_,candidate,be_politician_2920,question_4,no_opinion
304130,NULL,candidate,be_politician_10301,question_49,no_opinion
304129,2018_be_municipal_be_,candidate,be_politician_2920,question_21,disagree
304128,NULL,candidate,be_politician_10301,question_46,disagree
304127,NULL,candidate,be_politician_10301,question_38,no_opinion
304126,NULL,candidate,be_politician_10301,question_31,disagree
304125,NULL,candidate,be_politician_10301,question_23,agree
304124,NULL,candidate,be_politician_10301,question_22,disagree
304123,NULL,candidate,be_politician_10301,question_21,fully_agree
304122,2018_be_municipal_be_/,candidate,be_politician_10638,question_99,disagree
304121,2018_be_municipal_be_/,candidate,be_politician_10638,question_98,no_opinion
304120,2018_be_municipal_be_/,candidate,be_politician_10638,question_100,agree
304119,NULL,candidate,be_politician_10301,question_20,agree
304118,2018_be_municipal_be_/,candidate,be_politician_10638,question_102,disagree
304117,2018_be_municipal_be_/,candidate,be_politician_10638,question_105,disagree
304116,2018_be_municipal_be_/,candidate,be_politician_10638,question_93,fully_agree
304115,2018_be_municipal_be_/,candidate,be_politician_10638,question_90,disagree
304114,NULL,candidate,be_politician_10301,question_4,no_opinion
304113,2018_be_municipal_be_/,candidate,be_politician_10638,question_107,agree
304112,2018_be_municipal_be_/,candidate,be_politician_10638,question_108,disagree
304111,2018_be_municipal_be_/,candidate,be_politician_10638,question_109,no_opinion
304110,2018_be_municipal_be_/,candidate,be_politician_10638,question_110,disagree
304109,2018_be_municipal_be_/,candidate,be_politician_10638,question_111,disagree
304108,2018_be_municipal_be_/,candidate,be_politician_10638,question_112,agree
304107,2018_be_municipal_be_/,candidate,be_politician_10638,question_114,fully_agree
304106,2018_be_municipal_be_/,candidate,be_politician_10638,question_118,fully_agree
304105,2018_be_municipal_be_/,candidate,be_politician_10638,question_119,disagree
304104,2018_be_municipal_be_/,candidate,be_politician_10638,question_120,disagree
304103,2018_be_municipal_be_/,candidate,be_politician_10638,question_121,disagree
304102,2018_be_municipal_be_/,candidate,be_politician_10638,question_123,no_opinion
304101,2018_be_municipal_be_/,candidate,be_politician_10638,question_125,no_opinion
304100,2018_be_municipal_be_/,candidate,be_politician_10638,question_127,agree
304099,2018_be_municipal_be_/,candidate,be_politician_10638,question_89,no_opinion
304098,2018_be_municipal_be_/,candidate,be_politician_10638,question_88,no_opinion
304097,NULL,candidate,be_politician_10561,question_120,disagree
304096,NULL,candidate,be_politician_10561,question_119,disagree
304095,NULL,candidate,be_politician_10561,question_118,fully_agree
304094,2018_be_municipal_be_/,candidate,be_politician_10638,question_58,disagree
304093,NULL,candidate,be_politician_10561,question_114,fully_agree
304086,2018_be_municipal_be_/,candidate,be_politician_10638,question_49,agree
304092,NULL,candidate,be_politician_10561,question_113,disagree
304091,NULL,candidate,be_politician_10561,question_112,agree
304090,NULL,candidate,be_politician_10561,question_111,disagree
304089,NULL,candidate,be_politician_10561,question_110,disagree
304088,NULL,candidate,be_politician_10561,question_109,no_opinion
304087,NULL,candidate,be_politician_10561,question_108,disagree
304085,NULL,candidate,be_politician_10561,question_107,fully_agree
304084,2018_be_municipal_be_/,candidate,be_politician_10638,question_46,agree
304083,NULL,candidate,be_politician_10561,question_105,no_opinion
304081,NULL,candidate,be_politician_10561,question_102,disagree
304082,2018_be_municipal_be_/,candidate,be_politician_10638,question_38,disagree
304080,NULL,candidate,be_politician_10561,question_100,disagree
304079,2018_be_municipal_be_/,candidate,be_politician_10638,question_31,no_opinion
304078,NULL,candidate,be_politician_10561,question_99,disagree
304077,2018_be_municipal_be_/,candidate,be_politician_10638,question_23,agree
304076,NULL,candidate,be_politician_10561,question_98,fully_agree
304075,2018_be_municipal_be_/,candidate,be_politician_10638,question_21,disagree
304074,2018_be_municipal_be_/,candidate,be_politician_10638,question_20,agree
304073,2018_be_municipal_be_/,candidate,be_politician_10638,question_4,fully_agree
304072,2018_be_municipal_be_/,candidate,be_politician_10638,question_22,disagree
125898,2018_be_municipal_be_2250,candidate,be_politician_2085,question_69,fully_disagree
125899,2018_be_municipal_be_2250,candidate,be_politician_2085,question_75,fully_disagree
178887,2018_be_municipal_be_2250,candidate,be_politician_2085,question_55,disagree
196972,2018_be_municipal_be_2250,candidate,be_politician_2085,question_48,no_opinion
196973,2018_be_municipal_be_2250,candidate,be_politician_2085,question_5,no_opinion
196974,2018_be_municipal_be_2250,candidate,be_politician_2085,question_13,no_opinion
213729,2018_be_municipal_be_2250,candidate,be_politician_2085,question_8,disagree
213730,2018_be_municipal_be_2250,candidate,be_politician_2085,question_11,no_opinion
213731,2018_be_municipal_be_2250,candidate,be_politician_2085,question_44,no_opinion
213732,2018_be_municipal_be_2250,candidate,be_politician_2085,question_46,no_opinion
213733,2018_be_municipal_be_2250,candidate,be_politician_2085,question_32,no_opinion
213734,2018_be_municipal_be_2250,candidate,be_politician_2085,question_43,no_opinion
213735,2018_be_municipal_be_2250,candidate,be_politician_2085,question_7,no_opinion
213736,2018_be_municipal_be_2250,candidate,be_politician_2085,question_19,disagree
213737,2018_be_municipal_be_2250,candidate,be_politician_2085,question_22,disagree
215125,2018_be_municipal_be_2250,candidate,be_politician_2085,question_84,no_opinion
222800,2018_be_municipal_be_2250,candidate,be_politician_2085,question_20,no_opinion
235867,2018_be_municipal_be_2250,candidate,be_politician_2085,question_85,disagree
235868,2018_be_municipal_be_2250,candidate,be_politician_2085,question_86,fully_disagree
235869,2018_be_municipal_be_2250,candidate,be_politician_2085,question_87,no_opinion
235870,2018_be_municipal_be_2250,candidate,be_politician_2085,question_88,fully_disagree
235871,2018_be_municipal_be_2250,candidate,be_politician_2085,question_89,no_opinion
235872,2018_be_municipal_be_2250,candidate,be_politician_2085,question_90,fully_disagree
235873,2018_be_municipal_be_2250,candidate,be_politician_2085,question_91,no_opinion
282617,2018_be_municipal_be_2250,candidate,be_politician_2085,question_71,fully_disagree
282618,2018_be_municipal_be_2250,candidate,be_politician_2085,question_93,fully_disagree
282619,2018_be_municipal_be_2250,candidate,be_politician_2085,question_94,fully_agree
282620,2018_be_municipal_be_2250,candidate,be_politician_2085,question_95,fully_disagree
282621,2018_be_municipal_be_2250,candidate,be_politician_2085,question_96,agree
282622,2018_be_municipal_be_2250,candidate,be_politician_2085,question_97,fully_agree
125898,2018_be_municipal_be_2250,candidate,be_politician_2085,question_69,fully_disagree
125899,2018_be_municipal_be_2250,candidate,be_politician_2085,question_75,fully_disagree
178887,2018_be_municipal_be_2250,candidate,be_politician_2085,question_55,disagree
196972,2018_be_municipal_be_2250,candidate,be_politician_2085,question_48,no_opinion
196973,2018_be_municipal_be_2250,candidate,be_politician_2085,question_5,no_opinion
196974,2018_be_municipal_be_2250,candidate,be_politician_2085,question_13,no_opinion
213729,2018_be_municipal_be_2250,candidate,be_politician_2085,question_8,disagree
213730,2018_be_municipal_be_2250,candidate,be_politician_2085,question_11,no_opinion
213731,2018_be_municipal_be_2250,candidate,be_politician_2085,question_44,no_opinion
213732,2018_be_municipal_be_2250,candidate,be_politician_2085,question_46,no_opinion
213733,2018_be_municipal_be_2250,candidate,be_politician_2085,question_32,no_opinion
213734,2018_be_municipal_be_2250,candidate,be_politician_2085,question_43,no_opinion
213735,2018_be_municipal_be_2250,candidate,be_politician_2085,question_7,no_opinion
213736,2018_be_municipal_be_2250,candidate,be_politician_2085,question_19,disagree
213737,2018_be_municipal_be_2250,candidate,be_politician_2085,question_22,disagree
215125,2018_be_municipal_be_2250,candidate,be_politician_2085,question_84,no_opinion
222800,2018_be_municipal_be_2250,candidate,be_politician_2085,question_20,no_opinion
235867,2018_be_municipal_be_2250,candidate,be_politician_2085,question_85,disagree
235868,2018_be_municipal_be_2250,candidate,be_politician_2085,question_86,fully_disagree
235869,2018_be_municipal_be_2250,candidate,be_politician_2085,question_87,no_opinion
235870,2018_be_municipal_be_2250,candidate,be_politician_2085,question_88,fully_disagree
235871,2018_be_municipal_be_2250,candidate,be_politician_2085,question_89,no_opinion
235872,2018_be_municipal_be_2250,candidate,be_politician_2085,question_90,fully_disagree
235873,2018_be_municipal_be_2250,candidate,be_politician_2085,question_91,no_opinion
282617,2018_be_municipal_be_2250,candidate,be_politician_2085,question_71,fully_disagree
282618,2018_be_municipal_be_2250,candidate,be_politician_2085,question_93,fully_disagree
282619,2018_be_municipal_be_2250,candidate,be_politician_2085,question_94,fully_agree
282620,2018_be_municipal_be_2250,candidate,be_politician_2085,question_95,fully_disagree
282621,2018_be_municipal_be_2250,candidate,be_politician_2085,question_96,agree
282622,2018_be_municipal_be_2250,candidate,be_politician_2085,question_97,fully_agree
125898,2018_be_municipal_be_2250,candidate,be_politician_2085,question_69,fully_disagree
125899,2018_be_municipal_be_2250,candidate,be_politician_2085,question_75,fully_disagree
178887,2018_be_municipal_be_2250,candidate,be_politician_2085,question_55,disagree
196972,2018_be_municipal_be_2250,candidate,be_politician_2085,question_48,no_opinion
196973,2018_be_municipal_be_2250,candidate,be_politician_2085,question_5,no_opinion
196974,2018_be_municipal_be_2250,candidate,be_politician_2085,question_13,no_opinion
213729,2018_be_municipal_be_2250,candidate,be_politician_2085,question_8,disagree
213730,2018_be_municipal_be_2250,candidate,be_politician_2085,question_11,no_opinion
213731,2018_be_municipal_be_2250,candidate,be_politician_2085,question_44,no_opinion
213732,2018_be_municipal_be_2250,candidate,be_politician_2085,question_46,no_opinion
213733,2018_be_municipal_be_2250,candidate,be_politician_2085,question_32,no_opinion
213734,2018_be_municipal_be_2250,candidate,be_politician_2085,question_43,no_opinion
213735,2018_be_municipal_be_2250,candidate,be_politician_2085,question_7,no_opinion
213736,2018_be_municipal_be_2250,candidate,be_politician_2085,question_19,disagree
213737,2018_be_municipal_be_2250,candidate,be_politician_2085,question_22,disagree
215125,2018_be_municipal_be_2250,candidate,be_politician_2085,question_84,no_opinion
222800,2018_be_municipal_be_2250,candidate,be_politician_2085,question_20,no_opinion
235867,2018_be_municipal_be_2250,candidate,be_politician_2085,question_85,disagree
235868,2018_be_municipal_be_2250,candidate,be_politician_2085,question_86,fully_disagree
235869,2018_be_municipal_be_2250,candidate,be_politician_2085,question_87,no_opinion
235870,2018_be_municipal_be_2250,candidate,be_politician_2085,question_88,fully_disagree
235871,2018_be_municipal_be_2250,candidate,be_politician_2085,question_89,no_opinion
235872,2018_be_municipal_be_2250,candidate,be_politician_2085,question_90,fully_disagree
235873,2018_be_municipal_be_2250,candidate,be_politician_2085,question_91,no_opinion
282617,2018_be_municipal_be_2250,candidate,be_politician_2085,question_71,fully_disagree
282618,2018_be_municipal_be_2250,candidate,be_politician_2085,question_93,fully_disagree
